zipcode,city,state,ST,county
74401,Muskogee,Oklahoma,OK,Muskogee County
74402,Muskogee,Oklahoma,OK,Muskogee County
74403,Muskogee,Oklahoma,OK,Muskogee County
74421,Beggs,Oklahoma,OK,Okmulgee County
74422,Boynton,Oklahoma,OK,Muskogee County
74423,Braggs,Oklahoma,OK,Muskogee County
74425,Canadian,Oklahoma,OK,Pittsburg County
74426,Checotah,Oklahoma,OK,McIntosh County
74427,Cookson,Oklahoma,OK,Cherokee County
74428,Council Hill,Oklahoma,OK,McIntosh County
74429,Coweta,Oklahoma,OK,Wagoner County
74430,Crowder,Oklahoma,OK,Pittsburg County
74431,Dewar,Oklahoma,OK,Okmulgee County
74432,Eufaula,Oklahoma,OK,McIntosh County
74434,Fort Gibson,Oklahoma,OK,Muskogee County
74435,Gore,Oklahoma,OK,Sequoyah County
74436,Haskell,Oklahoma,OK,Muskogee County
74437,Henryetta,Oklahoma,OK,Okmulgee County
74438,Hitchita,Oklahoma,OK,McIntosh County
74439,Braggs,Oklahoma,OK,Muskogee County
74440,Hoyt,Oklahoma,OK,Haskell County
74441,Hulbert,Oklahoma,OK,Cherokee County
74442,Indianola,Oklahoma,OK,Pittsburg County
74444,Moodys,Oklahoma,OK,Cherokee County
74445,Morris,Oklahoma,OK,Okmulgee County
74446,Okay,Oklahoma,OK,Wagoner County
74447,Okmulgee,Oklahoma,OK,Okmulgee County
74450,Oktaha,Oklahoma,OK,Muskogee County
74451,Park Hill,Oklahoma,OK,Cherokee County
74452,Peggs,Oklahoma,OK,Mayes County
74454,Porter,Oklahoma,OK,Wagoner County
74455,Porum,Oklahoma,OK,Muskogee County
74456,Preston,Oklahoma,OK,Okmulgee County
74457,Proctor,Oklahoma,OK,Cherokee County
74458,Redbird,Oklahoma,OK,Wagoner County
74459,Rentiesville,Oklahoma,OK,McIntosh County
74460,Schulter,Oklahoma,OK,Okmulgee County
74461,Stidham,Oklahoma,OK,McIntosh County
74462,Stigler,Oklahoma,OK,Haskell County
74463,Taft,Oklahoma,OK,Muskogee County
74464,Tahlequah,Oklahoma,OK,Cherokee County
74465,Tahlequah,Oklahoma,OK,Cherokee County
74467,Wagoner,Oklahoma,OK,Wagoner County
74468,Wainwright,Oklahoma,OK,Muskogee County
74469,Warner,Oklahoma,OK,Muskogee County
74470,Webbers Falls,Oklahoma,OK,Muskogee County
74471,Welling,Oklahoma,OK,Cherokee County
74472,Whitefield,Oklahoma,OK,Haskell County
74477,Wagoner,Oklahoma,OK,Wagoner County
74501,Mcalester,Oklahoma,OK,Pittsburg County
74502,Mcalester,Oklahoma,OK,Pittsburg County
74521,Albion,Oklahoma,OK,Pushmataha County
74522,Alderson,Oklahoma,OK,Pittsburg County
74523,Antlers,Oklahoma,OK,Pushmataha County
74525,Atoka,Oklahoma,OK,Atoka County
74528,Blanco,Oklahoma,OK,Pittsburg County
74529,Blocker,Oklahoma,OK,Pittsburg County
74530,Bromide,Oklahoma,OK,Johnston County
74531,Calvin,Oklahoma,OK,Hughes County
74533,Caney,Oklahoma,OK,Atoka County
74534,Centrahoma,Oklahoma,OK,Coal County
74535,Clarita,Oklahoma,OK,Coal County
74536,Clayton,Oklahoma,OK,Pushmataha County
74538,Coalgate,Oklahoma,OK,Coal County
74540,Daisy,Oklahoma,OK,Atoka County
74542,Atoka,Oklahoma,OK,Atoka County
74543,Finley,Oklahoma,OK,Pushmataha County
74545,Gowen,Oklahoma,OK,Latimer County
74546,Haileyville,Oklahoma,OK,Pittsburg County
74547,Hartshorne,Oklahoma,OK,Pittsburg County
74549,Honobia,Oklahoma,OK,Le Flore County
74552,Kinta,Oklahoma,OK,Haskell County
74553,Kiowa,Oklahoma,OK,Pittsburg County
74554,Krebs,Oklahoma,OK,Pittsburg County
74555,Lane,Oklahoma,OK,Atoka County
74556,Lehigh,Oklahoma,OK,Coal County
74557,Moyers,Oklahoma,OK,Pushmataha County
74558,Nashoba,Oklahoma,OK,Pushmataha County
74559,Panola,Oklahoma,OK,Latimer County
74560,Pittsburg,Oklahoma,OK,Pittsburg County
74561,Quinton,Oklahoma,OK,Pittsburg County
74562,Rattan,Oklahoma,OK,Pushmataha County
74563,Red Oak,Oklahoma,OK,Latimer County
74565,Savanna,Oklahoma,OK,Pittsburg County
74567,Snow,Oklahoma,OK,Pushmataha County
74569,Stringtown,Oklahoma,OK,Atoka County
74570,Stuart,Oklahoma,OK,Hughes County
74571,Talihina,Oklahoma,OK,Le Flore County
74572,Tupelo,Oklahoma,OK,Coal County
74574,Tuskahoma,Oklahoma,OK,Pushmataha County
74576,Wardville,Oklahoma,OK,Atoka County
74577,Whitesboro,Oklahoma,OK,Le Flore County
74578,Wilburton,Oklahoma,OK,Latimer County
74601,Ponca City,Oklahoma,OK,Kay County
74602,Ponca City,Oklahoma,OK,Kay County
74604,Ponca City,Oklahoma,OK,Kay County
74630,Billings,Oklahoma,OK,Noble County
74631,Blackwell,Oklahoma,OK,Kay County
74632,Braman,Oklahoma,OK,Kay County
74633,Burbank,Oklahoma,OK,Osage County
74636,Deer Creek,Oklahoma,OK,Grant County
74637,Fairfax,Oklahoma,OK,Osage County
74640,Hunter,Oklahoma,OK,Garfield County
74641,Kaw City,Oklahoma,OK,Kay County
74643,Lamont,Oklahoma,OK,Grant County
74644,Marland,Oklahoma,OK,Noble County
74646,Nardin,Oklahoma,OK,Kay County
74647,Newkirk,Oklahoma,OK,Kay County
74650,Ralston,Oklahoma,OK,Pawnee County
74651,Red Rock,Oklahoma,OK,Noble County
74652,Shidler,Oklahoma,OK,Osage County
74653,Tonkawa,Oklahoma,OK,Kay County
74701,Durant,Oklahoma,OK,Bryan County
74702,Durant,Oklahoma,OK,Bryan County
74720,Achille,Oklahoma,OK,Bryan County
74721,Albany,Oklahoma,OK,Bryan County
74722,Battiest,Oklahoma,OK,McCurtain County
74723,Bennington,Oklahoma,OK,Bryan County
74724,Bethel,Oklahoma,OK,McCurtain County
74726,Bokchito,Oklahoma,OK,Bryan County
74727,Boswell,Oklahoma,OK,Choctaw County
74728,Broken Bow,Oklahoma,OK,McCurtain County
74729,Caddo,Oklahoma,OK,Bryan County
74730,Calera,Oklahoma,OK,Bryan County
74731,Cartwright,Oklahoma,OK,Bryan County
74733,Colbert,Oklahoma,OK,Bryan County
74734,Eagletown,Oklahoma,OK,McCurtain County
74735,Fort Towson,Oklahoma,OK,Choctaw County
74736,Garvin,Oklahoma,OK,McCurtain County
74737,Golden,Oklahoma,OK,McCurtain County
74738,Grant,Oklahoma,OK,Choctaw County
74740,Haworth,Oklahoma,OK,McCurtain County
74741,Hendrix,Oklahoma,OK,Bryan County
74743,Hugo,Oklahoma,OK,Choctaw County
74745,Idabel,Oklahoma,OK,McCurtain County
74747,Kemp,Oklahoma,OK,Bryan County
74748,Kenefic,Oklahoma,OK,Johnston County
74750,Millerton,Oklahoma,OK,McCurtain County
74752,Pickens,Oklahoma,OK,McCurtain County
74753,Platter,Oklahoma,OK,Bryan County
74754,Ringold,Oklahoma,OK,McCurtain County
74755,Rufe,Oklahoma,OK,McCurtain County
74756,Sawyer,Oklahoma,OK,Choctaw County
74759,Soper,Oklahoma,OK,Choctaw County
74760,Spencerville,Oklahoma,OK,Choctaw County
74761,Swink,Oklahoma,OK,Choctaw County
74764,Valliant,Oklahoma,OK,McCurtain County
74766,Wright City,Oklahoma,OK,McCurtain County
74801,Shawnee,Oklahoma,OK,Pottawatomie County
74802,Shawnee,Oklahoma,OK,Pottawatomie County
74804,Shawnee,Oklahoma,OK,Pottawatomie County
74818,Seminole,Oklahoma,OK,Seminole County
74820,Ada,Oklahoma,OK,Pontotoc County
74821,Ada,Oklahoma,OK,Pontotoc County
74824,Agra,Oklahoma,OK,Lincoln County
74825,Allen,Oklahoma,OK,Pontotoc County
74826,Asher,Oklahoma,OK,Pottawatomie County
74827,Atwood,Oklahoma,OK,Hughes County
74829,Boley,Oklahoma,OK,Okfuskee County
74830,Bowlegs,Oklahoma,OK,Seminole County
74831,Byars,Oklahoma,OK,McClain County
74832,Carney,Oklahoma,OK,Lincoln County
74833,Castle,Oklahoma,OK,Okfuskee County
74834,Chandler,Oklahoma,OK,Lincoln County
74836,Connerville,Oklahoma,OK,Johnston County
74837,Cromwell,Oklahoma,OK,Seminole County
74839,Dustin,Oklahoma,OK,Hughes County
74840,Earlsboro,Oklahoma,OK,Pottawatomie County
74842,Fittstown,Oklahoma,OK,Pontotoc County
74843,Fitzhugh,Oklahoma,OK,Pontotoc County
74844,Francis,Oklahoma,OK,Pontotoc County
74845,Hanna,Oklahoma,OK,McIntosh County
74848,Holdenville,Oklahoma,OK,Hughes County
74849,Konawa,Oklahoma,OK,Seminole County
74850,Lamar,Oklahoma,OK,Hughes County
74851,Mcloud,Oklahoma,OK,Pottawatomie County
74852,Macomb,Oklahoma,OK,Pottawatomie County
74854,Maud,Oklahoma,OK,Pottawatomie County
74855,Meeker,Oklahoma,OK,Lincoln County
74856,Mill Creek,Oklahoma,OK,Johnston County
74857,Newalla,Oklahoma,OK,Cleveland County
74859,Okemah,Oklahoma,OK,Okfuskee County
74860,Paden,Oklahoma,OK,Okfuskee County
74864,Prague,Oklahoma,OK,Lincoln County
74865,Roff,Oklahoma,OK,Pontotoc County
74866,Saint Louis,Oklahoma,OK,Pottawatomie County
74867,Sasakwa,Oklahoma,OK,Seminole County
74868,Seminole,Oklahoma,OK,Seminole County
74869,Sparks,Oklahoma,OK,Lincoln County
74871,Stonewall,Oklahoma,OK,Pontotoc County
74872,Stratford,Oklahoma,OK,Garvin County
74873,Tecumseh,Oklahoma,OK,Pottawatomie County
74875,Tryon,Oklahoma,OK,Lincoln County
74878,Wanette,Oklahoma,OK,Pottawatomie County
74880,Weleetka,Oklahoma,OK,Okfuskee County
74881,Wellston,Oklahoma,OK,Lincoln County
74883,Wetumka,Oklahoma,OK,Hughes County
74884,Wewoka,Oklahoma,OK,Seminole County
74901,Arkoma,Oklahoma,OK,Le Flore County
74902,Pocola,Oklahoma,OK,Le Flore County
74930,Bokoshe,Oklahoma,OK,Le Flore County
74931,Bunch,Oklahoma,OK,Adair County
74932,Cameron,Oklahoma,OK,Le Flore County
74935,Fanshawe,Oklahoma,OK,Le Flore County
74936,Gans,Oklahoma,OK,Sequoyah County
74937,Heavener,Oklahoma,OK,Le Flore County
74939,Hodgen,Oklahoma,OK,Le Flore County
74940,Howe,Oklahoma,OK,Le Flore County
74941,Keota,Oklahoma,OK,Haskell County
74942,Leflore,Oklahoma,OK,Le Flore County
74943,Lequire,Oklahoma,OK,Haskell County
74944,Mccurtain,Oklahoma,OK,Haskell County
74945,Marble City,Oklahoma,OK,Sequoyah County
74946,Moffett,Oklahoma,OK,Sequoyah County
74947,Monroe,Oklahoma,OK,Le Flore County
74948,Muldrow,Oklahoma,OK,Sequoyah County
74949,Muse,Oklahoma,OK,Le Flore County
74951,Panama,Oklahoma,OK,Le Flore County
74953,Poteau,Oklahoma,OK,Le Flore County
74954,Roland,Oklahoma,OK,Sequoyah County
74955,Sallisaw,Oklahoma,OK,Sequoyah County
74956,Shady Point,Oklahoma,OK,Le Flore County
74957,Smithville,Oklahoma,OK,McCurtain County
74959,Spiro,Oklahoma,OK,Le Flore County
74960,Stilwell,Oklahoma,OK,Adair County
74962,Vian,Oklahoma,OK,Sequoyah County
74963,Watson,Oklahoma,OK,McCurtain County
74964,Watts,Oklahoma,OK,Adair County
74965,Westville,Oklahoma,OK,Adair County
74966,Wister,Oklahoma,OK,Le Flore County
75001,Addison,Texas,TX,Dallas County
75002,Allen,Texas,TX,Collin County
75006,Carrollton,Texas,TX,Dallas County
75007,Carrollton,Texas,TX,Denton County
75009,Celina,Texas,TX,Collin County
75010,Carrollton,Texas,TX,Denton County
75011,Carrollton,Texas,TX,Dallas County
75013,Allen,Texas,TX,Collin County
75014,Irving,Texas,TX,Dallas County
75015,Irving,Texas,TX,Dallas County
75016,Irving,Texas,TX,Dallas County
75017,Irving,Texas,TX,Dallas County
75019,Coppell,Texas,TX,Dallas County
75020,Denison,Texas,TX,Grayson County
75021,Denison,Texas,TX,Grayson County
75022,Flower Mound,Texas,TX,Denton County
75023,Plano,Texas,TX,Collin County
75024,Plano,Texas,TX,Collin County
75025,Plano,Texas,TX,Collin County
75026,Plano,Texas,TX,Collin County
75027,Flower Mound,Texas,TX,Denton County
75028,Flower Mound,Texas,TX,Denton County
75029,Lewisville,Texas,TX,Denton County
75030,Rowlett,Texas,TX,Dallas County
75032,Rockwall,Texas,TX,Rockwall County
75033,Frisco,Texas,TX,Denton County
75034,Frisco,Texas,TX,Collin County
75035,Frisco,Texas,TX,Collin County
75036,Frisco,Texas,TX,Denton County
75037,Irving,Texas,TX,Dallas County
75038,Irving,Texas,TX,Dallas County
75039,Irving,Texas,TX,Dallas County
75040,Garland,Texas,TX,Dallas County
75041,Garland,Texas,TX,Dallas County
75042,Garland,Texas,TX,Dallas County
75043,Garland,Texas,TX,Dallas County
75044,Garland,Texas,TX,Dallas County
75045,Garland,Texas,TX,Dallas County
75046,Garland,Texas,TX,Dallas County
75047,Garland,Texas,TX,Dallas County
75048,Sachse,Texas,TX,Dallas County
75049,Garland,Texas,TX,Dallas County
75050,Grand Prairie,Texas,TX,Dallas County
75051,Grand Prairie,Texas,TX,Dallas County
75052,Grand Prairie,Texas,TX,Dallas County
75053,Grand Prairie,Texas,TX,Dallas County
75054,Grand Prairie,Texas,TX,Tarrant County
75056,The Colony,Texas,TX,Denton County
75057,Lewisville,Texas,TX,Denton County
75058,Gunter,Texas,TX,Grayson County
75059,Irving,Texas,TX,Dallas County
75060,Irving,Texas,TX,Dallas County
75061,Irving,Texas,TX,Dallas County
75062,Irving,Texas,TX,Dallas County
75063,Irving,Texas,TX,Dallas County
75064,Irving,Texas,TX,Dallas County
75065,Lake Dallas,Texas,TX,Denton County
75067,Lewisville,Texas,TX,Denton County
75068,Little Elm,Texas,TX,Denton County
75069,Mckinney,Texas,TX,Collin County
75070,Mckinney,Texas,TX,Collin County
75071,Mckinney,Texas,TX,Collin County
75072,Mckinney,Texas,TX,Collin County
75074,Plano,Texas,TX,Collin County
75075,Plano,Texas,TX,Collin County
75076,Pottsboro,Texas,TX,Grayson County
75077,Lewisville,Texas,TX,Denton County
75078,Prosper,Texas,TX,Collin County
75080,Richardson,Texas,TX,Dallas County
75081,Richardson,Texas,TX,Dallas County
75082,Richardson,Texas,TX,Collin County
75083,Richardson,Texas,TX,Dallas County
75085,Richardson,Texas,TX,Dallas County
75086,Plano,Texas,TX,Collin County
75087,Rockwall,Texas,TX,Rockwall County
75088,Rowlett,Texas,TX,Dallas County
75089,Rowlett,Texas,TX,Dallas County
75090,Sherman,Texas,TX,Grayson County
75091,Sherman,Texas,TX,Grayson County
75092,Sherman,Texas,TX,Grayson County
75093,Plano,Texas,TX,Collin County
75094,Plano,Texas,TX,Collin County
75097,Weston,Texas,TX,Collin County
75098,Wylie,Texas,TX,Collin County
75099,Coppell,Texas,TX,Dallas County
75101,Bardwell,Texas,TX,Ellis County
75102,Barry,Texas,TX,Navarro County
75103,Canton,Texas,TX,Van Zandt County
75104,Cedar Hill,Texas,TX,Dallas County
75105,Chatfield,Texas,TX,Navarro County
75106,Cedar Hill,Texas,TX,Dallas County
75109,Corsicana,Texas,TX,Navarro County
75110,Corsicana,Texas,TX,Navarro County
75114,Crandall,Texas,TX,Kaufman County
75115,Desoto,Texas,TX,Dallas County
75116,Duncanville,Texas,TX,Dallas County
75117,Edgewood,Texas,TX,Van Zandt County
75118,Elmo,Texas,TX,Kaufman County
75119,Ennis,Texas,TX,Ellis County
75120,Ennis,Texas,TX,Ellis County
75121,Copeville,Texas,TX,Collin County
75123,Desoto,Texas,TX,Dallas County
75124,Eustace,Texas,TX,Henderson County
75125,Ferris,Texas,TX,Ellis County
75126,Forney,Texas,TX,Kaufman County
75127,Fruitvale,Texas,TX,Van Zandt County
75132,Fate,Texas,TX,Rockwall County
75134,Lancaster,Texas,TX,Dallas County
75135,Caddo Mills,Texas,TX,Hunt County
75137,Duncanville,Texas,TX,Dallas County
75138,Duncanville,Texas,TX,Dallas County
75140,Grand Saline,Texas,TX,Van Zandt County
75141,Hutchins,Texas,TX,Dallas County
75142,Kaufman,Texas,TX,Kaufman County
75143,Kemp,Texas,TX,Henderson County
75144,Kerens,Texas,TX,Navarro County
75146,Lancaster,Texas,TX,Dallas County
75147,Mabank,Texas,TX,Kaufman County
75148,Malakoff,Texas,TX,Henderson County
75149,Mesquite,Texas,TX,Dallas County
75150,Mesquite,Texas,TX,Dallas County
75151,Corsicana,Texas,TX,Navarro County
75152,Palmer,Texas,TX,Ellis County
75153,Powell,Texas,TX,Navarro County
75154,Red Oak,Texas,TX,Ellis County
75155,Rice,Texas,TX,Navarro County
75156,Mabank,Texas,TX,Henderson County
75157,Rosser,Texas,TX,Kaufman County
75158,Scurry,Texas,TX,Kaufman County
75159,Seagoville,Texas,TX,Dallas County
75160,Terrell,Texas,TX,Kaufman County
75161,Terrell,Texas,TX,Kaufman County
75163,Trinidad,Texas,TX,Henderson County
75164,Josephine,Texas,TX,Collin County
75165,Waxahachie,Texas,TX,Ellis County
75166,Lavon,Texas,TX,Collin County
75167,Waxahachie,Texas,TX,Ellis County
75168,Waxahachie,Texas,TX,Ellis County
75169,Wills Point,Texas,TX,Van Zandt County
75172,Wilmer,Texas,TX,Dallas County
75173,Nevada,Texas,TX,Collin County
75180,Balch Springs,Texas,TX,Dallas County
75181,Mesquite,Texas,TX,Dallas County
75182,Sunnyvale,Texas,TX,Dallas County
75185,Mesquite,Texas,TX,Dallas County
75187,Mesquite,Texas,TX,Dallas County
75189,Royse City,Texas,TX,Rockwall County
75201,Dallas,Texas,TX,Dallas County
75202,Dallas,Texas,TX,Dallas County
75203,Dallas,Texas,TX,Dallas County
75204,Dallas,Texas,TX,Dallas County
75205,Dallas,Texas,TX,Dallas County
75206,Dallas,Texas,TX,Dallas County
75207,Dallas,Texas,TX,Dallas County
75208,Dallas,Texas,TX,Dallas County
75209,Dallas,Texas,TX,Dallas County
75210,Dallas,Texas,TX,Dallas County
75211,Dallas,Texas,TX,Dallas County
75212,Dallas,Texas,TX,Dallas County
75214,Dallas,Texas,TX,Dallas County
75215,Dallas,Texas,TX,Dallas County
75216,Dallas,Texas,TX,Dallas County
75217,Dallas,Texas,TX,Dallas County
75218,Dallas,Texas,TX,Dallas County
75219,Dallas,Texas,TX,Dallas County
75220,Dallas,Texas,TX,Dallas County
75221,Dallas,Texas,TX,Dallas County
75222,Dallas,Texas,TX,Dallas County
75223,Dallas,Texas,TX,Dallas County
75224,Dallas,Texas,TX,Dallas County
75225,Dallas,Texas,TX,Dallas County
75226,Dallas,Texas,TX,Dallas County
75227,Dallas,Texas,TX,Dallas County
75228,Dallas,Texas,TX,Dallas County
75229,Dallas,Texas,TX,Dallas County
75230,Dallas,Texas,TX,Dallas County
75231,Dallas,Texas,TX,Dallas County
75232,Dallas,Texas,TX,Dallas County
75233,Dallas,Texas,TX,Dallas County
75234,Dallas,Texas,TX,Dallas County
75235,Dallas,Texas,TX,Dallas County
75236,Dallas,Texas,TX,Dallas County
75237,Dallas,Texas,TX,Dallas County
75238,Dallas,Texas,TX,Dallas County
75240,Dallas,Texas,TX,Dallas County
75241,Dallas,Texas,TX,Dallas County
75242,Dallas,Texas,TX,Dallas County
75243,Dallas,Texas,TX,Dallas County
75244,Dallas,Texas,TX,Dallas County
75245,Dallas,Texas,TX,Dallas County
75246,Dallas,Texas,TX,Dallas County
75247,Dallas,Texas,TX,Dallas County
75248,Dallas,Texas,TX,Dallas County
75249,Dallas,Texas,TX,Dallas County
75250,Dallas,Texas,TX,Dallas County
75251,Dallas,Texas,TX,Dallas County
75252,Dallas,Texas,TX,Collin County
75253,Dallas,Texas,TX,Dallas County
75254,Dallas,Texas,TX,Dallas County
75258,Dallas,Texas,TX,Dallas County
75260,Dallas,Texas,TX,Dallas County
75261,Dallas,Texas,TX,Tarrant County
75262,Dallas,Texas,TX,Dallas County
75263,Dallas,Texas,TX,Dallas County
75264,Dallas,Texas,TX,Dallas County
75265,Dallas,Texas,TX,Dallas County
75266,Dallas,Texas,TX,Dallas County
75267,Dallas,Texas,TX,Dallas County
75270,Dallas,Texas,TX,Dallas County
75275,Dallas,Texas,TX,Dallas County
75277,Dallas,Texas,TX,Dallas County
75283,Dallas,Texas,TX,Dallas County
75284,Dallas,Texas,TX,Dallas County
75285,Dallas,Texas,TX,Dallas County
75286,Dallas,Texas,TX,Dallas County
75287,Dallas,Texas,TX,Denton County
75301,Dallas,Texas,TX,Dallas County
75303,Dallas,Texas,TX,Dallas County
75310,Dallas,Texas,TX,Dallas County
75312,Dallas,Texas,TX,Dallas County
75313,Dallas,Texas,TX,Dallas County
75315,Dallas,Texas,TX,Dallas County
75320,Dallas,Texas,TX,Dallas County
75323,Dallas,Texas,TX,Dallas County
75326,Dallas,Texas,TX,Dallas County
75334,Dallas,Texas,TX,Dallas County
75336,Dallas,Texas,TX,Dallas County
75339,Dallas,Texas,TX,Dallas County
75340,Dallas,Texas,TX,Dallas County
75342,Dallas,Texas,TX,Dallas County
75343,Dallas,Texas,TX,Dallas County
75344,Dallas,Texas,TX,Dallas County
75353,Dallas,Texas,TX,Dallas County
75354,Dallas,Texas,TX,Dallas County
75355,Dallas,Texas,TX,Dallas County
75356,Dallas,Texas,TX,Dallas County
75357,Dallas,Texas,TX,Dallas County
75358,Dallas,Texas,TX,Dallas County
75359,Dallas,Texas,TX,Dallas County
75360,Dallas,Texas,TX,Dallas County
75363,Dallas,Texas,TX,Dallas County
75364,Dallas,Texas,TX,Dallas County
75367,Dallas,Texas,TX,Dallas County
75368,Dallas,Texas,TX,Dallas County
75370,Dallas,Texas,TX,Dallas County
75371,Dallas,Texas,TX,Dallas County
75372,Dallas,Texas,TX,Dallas County
75373,Dallas,Texas,TX,Dallas County
75374,Dallas,Texas,TX,Dallas County
75376,Dallas,Texas,TX,Dallas County
75378,Dallas,Texas,TX,Dallas County
75379,Dallas,Texas,TX,Dallas County
75380,Dallas,Texas,TX,Dallas County
75381,Dallas,Texas,TX,Dallas County
75382,Dallas,Texas,TX,Dallas County
75386,Dallas,Texas,TX,Dallas County
75387,Dallas,Texas,TX,Dallas County
75388,Dallas,Texas,TX,Dallas County
75389,Dallas,Texas,TX,Dallas County
75390,Dallas,Texas,TX,Dallas County
75391,Dallas,Texas,TX,Dallas County
75392,Dallas,Texas,TX,Dallas County
75393,Dallas,Texas,TX,Dallas County
75394,Dallas,Texas,TX,Dallas County
75395,Dallas,Texas,TX,Dallas County
75396,Dallas,Texas,TX,Dallas County
75397,Dallas,Texas,TX,Dallas County
75398,Dallas,Texas,TX,Dallas County
75401,Greenville,Texas,TX,Hunt County
75402,Greenville,Texas,TX,Hunt County
75403,Greenville,Texas,TX,Hunt County
75404,Greenville,Texas,TX,Hunt County
75407,Princeton,Texas,TX,Collin County
75409,Anna,Texas,TX,Collin County
75410,Alba,Texas,TX,Wood County
75411,Arthur City,Texas,TX,Lamar County
75412,Bagwell,Texas,TX,Red River County
75413,Bailey,Texas,TX,Fannin County
75414,Bells,Texas,TX,Grayson County
75415,Ben Franklin,Texas,TX,Delta County
75416,Blossom,Texas,TX,Lamar County
75417,Bogata,Texas,TX,Red River County
75418,Bonham,Texas,TX,Fannin County
75420,Brashear,Texas,TX,Hopkins County
75421,Brookston,Texas,TX,Lamar County
75422,Campbell,Texas,TX,Hunt County
75423,Celeste,Texas,TX,Hunt County
75424,Blue Ridge,Texas,TX,Collin County
75425,Chicota,Texas,TX,Lamar County
75426,Clarksville,Texas,TX,Red River County
75428,Commerce,Texas,TX,Hunt County
75429,Commerce,Texas,TX,Hunt County
75431,Como,Texas,TX,Hopkins County
75432,Cooper,Texas,TX,Delta County
75433,Cumby,Texas,TX,Hopkins County
75434,Cunningham,Texas,TX,Lamar County
75435,Deport,Texas,TX,Lamar County
75436,Detroit,Texas,TX,Red River County
75437,Dike,Texas,TX,Hopkins County
75438,Dodd City,Texas,TX,Fannin County
75439,Ector,Texas,TX,Fannin County
75440,Emory,Texas,TX,Rains County
75441,Enloe,Texas,TX,Delta County
75442,Farmersville,Texas,TX,Collin County
75443,Gober,Texas,TX,Fannin County
75444,Golden,Texas,TX,Wood County
75446,Honey Grove,Texas,TX,Fannin County
75447,Ivanhoe,Texas,TX,Fannin County
75448,Klondike,Texas,TX,Delta County
75449,Ladonia,Texas,TX,Fannin County
75450,Lake Creek,Texas,TX,Delta County
75451,Leesburg,Texas,TX,Camp County
75452,Leonard,Texas,TX,Fannin County
75453,Lone Oak,Texas,TX,Hunt County
75454,Melissa,Texas,TX,Collin County
75455,Mount Pleasant,Texas,TX,Titus County
75456,Mount Pleasant,Texas,TX,Titus County
75457,Mount Vernon,Texas,TX,Franklin County
75458,Merit,Texas,TX,Hunt County
75459,Howe,Texas,TX,Grayson County
75460,Paris,Texas,TX,Lamar County
75461,Paris,Texas,TX,Lamar County
75462,Paris,Texas,TX,Lamar County
75468,Pattonville,Texas,TX,Lamar County
75469,Pecan Gap,Texas,TX,Delta County
75470,Petty,Texas,TX,Lamar County
75471,Pickton,Texas,TX,Hopkins County
75472,Point,Texas,TX,Rains County
75473,Powderly,Texas,TX,Lamar County
75474,Quinlan,Texas,TX,Hunt County
75475,Randolph,Texas,TX,Fannin County
75476,Ravenna,Texas,TX,Fannin County
75477,Roxton,Texas,TX,Lamar County
75478,Saltillo,Texas,TX,Hopkins County
75479,Savoy,Texas,TX,Fannin County
75480,Scroggins,Texas,TX,Franklin County
75481,Sulphur Bluff,Texas,TX,Hopkins County
75482,Sulphur Springs,Texas,TX,Hopkins County
75483,Sulphur Springs,Texas,TX,Hopkins County
75485,Westminster,Texas,TX,Collin County
75486,Sumner,Texas,TX,Lamar County
75487,Talco,Texas,TX,Titus County
75488,Telephone,Texas,TX,Fannin County
75489,Tom Bean,Texas,TX,Grayson County
75490,Trenton,Texas,TX,Fannin County
75491,Whitewright,Texas,TX,Grayson County
75492,Windom,Texas,TX,Fannin County
75493,Winfield,Texas,TX,Titus County
75494,Winnsboro,Texas,TX,Wood County
75495,Van Alstyne,Texas,TX,Grayson County
75496,Wolfe City,Texas,TX,Hunt County
75497,Yantis,Texas,TX,Wood County
75501,Texarkana,Texas,TX,Bowie County
75503,Texarkana,Texas,TX,Bowie County
75504,Texarkana,Texas,TX,Bowie County
75505,Texarkana,Texas,TX,Bowie County
75507,Texarkana,Texas,TX,Bowie County
75550,Annona,Texas,TX,Red River County
75551,Atlanta,Texas,TX,Cass County
75554,Avery,Texas,TX,Red River County
75555,Bivins,Texas,TX,Cass County
75556,Bloomburg,Texas,TX,Cass County
75558,Cookville,Texas,TX,Titus County
75559,De Kalb,Texas,TX,Bowie County
75560,Douglassville,Texas,TX,Cass County
75561,Hooks,Texas,TX,Bowie County
75562,Kildare,Texas,TX,Cass County
75563,Linden,Texas,TX,Cass County
75564,Lodi,Texas,TX,Cass County
75565,Mc Leod,Texas,TX,Cass County
75566,Marietta,Texas,TX,Cass County
75567,Maud,Texas,TX,Bowie County
75568,Naples,Texas,TX,Morris County
75569,Nash,Texas,TX,Bowie County
75570,New Boston,Texas,TX,Bowie County
75571,Omaha,Texas,TX,Morris County
75572,Queen City,Texas,TX,Cass County
75573,Redwater,Texas,TX,Bowie County
75574,Simms,Texas,TX,Bowie County
75599,Texarkana,Texas,TX,Bowie County
75601,Longview,Texas,TX,Gregg County
75602,Longview,Texas,TX,Gregg County
75603,Longview,Texas,TX,Gregg County
75604,Longview,Texas,TX,Gregg County
75605,Longview,Texas,TX,Gregg County
75606,Longview,Texas,TX,Gregg County
75607,Longview,Texas,TX,Gregg County
75608,Longview,Texas,TX,Gregg County
75615,Longview,Texas,TX,Gregg County
