zipcode,city,state,ST,county
62993,Unity,Illinois,IL,Alexander County
62994,Vergennes,Illinois,IL,Jackson County
62995,Vienna,Illinois,IL,Johnson County
62996,Villa Ridge,Illinois,IL,Pulaski County
62997,Willisville,Illinois,IL,Perry County
62998,Wolf Lake,Illinois,IL,Union County
62999,Zeigler,Illinois,IL,Franklin County
63001,Allenton,Missouri,MO,St. Louis County
63005,Chesterfield,Missouri,MO,St. Louis County
63006,Chesterfield,Missouri,MO,St. Louis County
63010,Arnold,Missouri,MO,Jefferson County
63011,Ballwin,Missouri,MO,St. Louis County
63012,Barnhart,Missouri,MO,Jefferson County
63013,Beaufort,Missouri,MO,Franklin County
63014,Berger,Missouri,MO,Franklin County
63015,Catawissa,Missouri,MO,Franklin County
63016,Cedar Hill,Missouri,MO,Jefferson County
63017,Chesterfield,Missouri,MO,St. Louis County
63019,Crystal City,Missouri,MO,Jefferson County
63020,De Soto,Missouri,MO,Jefferson County
63021,Ballwin,Missouri,MO,St. Louis County
63022,Ballwin,Missouri,MO,St. Louis County
63023,Dittmer,Missouri,MO,Jefferson County
63024,Ballwin,Missouri,MO,St. Louis County
63025,Eureka,Missouri,MO,St. Louis County
63026,Fenton,Missouri,MO,St. Louis County
63028,Festus,Missouri,MO,Jefferson County
63030,Fletcher,Missouri,MO,Washington County
63031,Florissant,Missouri,MO,St. Louis County
63032,Florissant,Missouri,MO,St. Louis County
63033,Florissant,Missouri,MO,St. Louis County
63034,Florissant,Missouri,MO,St. Louis County
63036,French Village,Missouri,MO,St. Francois County
63037,Gerald,Missouri,MO,Franklin County
63038,Wildwood,Missouri,MO,St. Louis County
63039,Gray Summit,Missouri,MO,Franklin County
63040,Wildwood,Missouri,MO,St. Louis County
63041,Grubville,Missouri,MO,Franklin County
63042,Hazelwood,Missouri,MO,St. Louis County
63043,Maryland Heights,Missouri,MO,St. Louis County
63044,Bridgeton,Missouri,MO,St. Louis County
63045,Earth City,Missouri,MO,St. Louis County
63047,Hematite,Missouri,MO,Jefferson County
63048,Herculaneum,Missouri,MO,Jefferson County
63049,High Ridge,Missouri,MO,Jefferson County
63050,Hillsboro,Missouri,MO,Jefferson County
63051,House Springs,Missouri,MO,Jefferson County
63052,Imperial,Missouri,MO,Jefferson County
63053,Kimmswick,Missouri,MO,Jefferson County
63055,Labadie,Missouri,MO,Franklin County
63056,Leslie,Missouri,MO,Franklin County
63057,Liguori,Missouri,MO,Jefferson County
63060,Lonedell,Missouri,MO,Franklin County
63061,Luebbering,Missouri,MO,Franklin County
63065,Mapaville,Missouri,MO,Jefferson County
63066,Morse Mill,Missouri,MO,Jefferson County
63068,New Haven,Missouri,MO,Franklin County
63069,Pacific,Missouri,MO,Franklin County
63070,Pevely,Missouri,MO,Jefferson County
63071,Richwoods,Missouri,MO,Washington County
63072,Robertsville,Missouri,MO,Franklin County
63073,Saint Albans,Missouri,MO,Franklin County
63074,Saint Ann,Missouri,MO,St. Louis County
63077,Saint Clair,Missouri,MO,Franklin County
63079,Stanton,Missouri,MO,Franklin County
63080,Sullivan,Missouri,MO,Franklin County
63084,Union,Missouri,MO,Franklin County
63087,Valles Mines,Missouri,MO,St. Francois County
63088,Valley Park,Missouri,MO,St. Louis County
63089,Villa Ridge,Missouri,MO,Franklin County
63090,Washington,Missouri,MO,Franklin County
63091,Rosebud,Missouri,MO,Gasconade County
63099,Fenton,Missouri,MO,St. Louis County
63101,Saint Louis,Missouri,MO,St. Louis city
63102,Saint Louis,Missouri,MO,St. Louis city
63103,Saint Louis,Missouri,MO,St. Louis city
63104,Saint Louis,Missouri,MO,St. Louis city
63105,Saint Louis,Missouri,MO,St. Louis County
63106,Saint Louis,Missouri,MO,St. Louis city
63107,Saint Louis,Missouri,MO,St. Louis city
63108,Saint Louis,Missouri,MO,St. Louis city
63109,Saint Louis,Missouri,MO,St. Louis city
63110,Saint Louis,Missouri,MO,St. Louis city
63111,Saint Louis,Missouri,MO,St. Louis city
63112,Saint Louis,Missouri,MO,St. Louis city
63113,Saint Louis,Missouri,MO,St. Louis city
63114,Saint Louis,Missouri,MO,St. Louis County
63115,Saint Louis,Missouri,MO,St. Louis city
63116,Saint Louis,Missouri,MO,St. Louis city
63117,Saint Louis,Missouri,MO,St. Louis County
63118,Saint Louis,Missouri,MO,St. Louis city
63119,Saint Louis,Missouri,MO,St. Louis County
63120,Saint Louis,Missouri,MO,St. Louis city
63121,Saint Louis,Missouri,MO,St. Louis County
63122,Saint Louis,Missouri,MO,St. Louis County
63123,Saint Louis,Missouri,MO,St. Louis County
63124,Saint Louis,Missouri,MO,St. Louis County
63125,Saint Louis,Missouri,MO,St. Louis County
63126,Saint Louis,Missouri,MO,St. Louis County
63127,Saint Louis,Missouri,MO,St. Louis County
63128,Saint Louis,Missouri,MO,St. Louis County
63129,Saint Louis,Missouri,MO,St. Louis County
63130,Saint Louis,Missouri,MO,St. Louis County
63131,Saint Louis,Missouri,MO,St. Louis County
63132,Saint Louis,Missouri,MO,St. Louis County
63133,Saint Louis,Missouri,MO,St. Louis County
63134,Saint Louis,Missouri,MO,St. Louis County
63135,Saint Louis,Missouri,MO,St. Louis County
63136,Saint Louis,Missouri,MO,St. Louis County
63137,Saint Louis,Missouri,MO,St. Louis County
63138,Saint Louis,Missouri,MO,St. Louis County
63139,Saint Louis,Missouri,MO,St. Louis city
63140,Saint Louis,Missouri,MO,St. Louis County
63141,Saint Louis,Missouri,MO,St. Louis County
63143,Saint Louis,Missouri,MO,St. Louis County
63144,Saint Louis,Missouri,MO,St. Louis County
63145,Saint Louis,Missouri,MO,St Louis County
63146,Saint Louis,Missouri,MO,St. Louis County
63147,Saint Louis,Missouri,MO,St. Louis city
63150,Saint Louis,Missouri,MO,St. Louis City
63151,Saint Louis,Missouri,MO,St. Louis City
63155,Saint Louis,Missouri,MO,St. Louis city
63156,Saint Louis,Missouri,MO,St. Louis City
63157,Saint Louis,Missouri,MO,St. Louis City
63158,Saint Louis,Missouri,MO,St. Louis City
63160,Saint Louis,Missouri,MO,St. Louis City
63163,Saint Louis,Missouri,MO,St. Louis City
63164,Saint Louis,Missouri,MO,St. Louis City
63166,Saint Louis,Missouri,MO,St. Louis City
63167,Saint Louis,Missouri,MO,St. Louis City
63169,Saint Louis,Missouri,MO,St. Louis City
63171,Saint Louis,Missouri,MO,St. Louis City
63177,Saint Louis,Missouri,MO,St. Louis City
63178,Saint Louis,Missouri,MO,St. Louis City
63179,Saint Louis,Missouri,MO,St. Louis City
63180,Saint Louis,Missouri,MO,St. Louis City
63182,Saint Louis,Missouri,MO,St. Louis City
63188,Saint Louis,Missouri,MO,St. Louis City
63190,Saint Louis,Missouri,MO,St. Louis City
63195,Saint Louis,Missouri,MO,St. Louis City
63196,Saint Louis,Missouri,MO,St. Louis City
63197,Saint Louis,Missouri,MO,St. Louis City
63198,Saint Louis,Missouri,MO,St. Louis City
63199,Saint Louis,Missouri,MO,St. Louis City
63301,Saint Charles,Missouri,MO,St. Charles County
63302,Saint Charles,Missouri,MO,St. Charles County
63303,Saint Charles,Missouri,MO,St. Charles County
63304,Saint Charles,Missouri,MO,St. Charles County
63330,Annada,Missouri,MO,Pike County
63332,Augusta,Missouri,MO,St. Charles County
63333,Bellflower,Missouri,MO,Montgomery County
63334,Bowling Green,Missouri,MO,Pike County
63336,Clarksville,Missouri,MO,Pike County
63338,Cottleville,Missouri,MO,St. Charles County
63339,Curryville,Missouri,MO,Pike County
63341,Defiance,Missouri,MO,St. Charles County
63342,Dutzow,Missouri,MO,Warren County
63343,Elsberry,Missouri,MO,Lincoln County
63344,Eolia,Missouri,MO,Pike County
63345,Farber,Missouri,MO,Audrain County
63346,Flinthill,Missouri,MO,St. Charles County
63347,Foley,Missouri,MO,Lincoln County
63348,Foristell,Missouri,MO,St. Charles County
63349,Hawk Point,Missouri,MO,Lincoln County
63350,High Hill,Missouri,MO,Montgomery County
63351,Jonesburg,Missouri,MO,Montgomery County
63352,Laddonia,Missouri,MO,Audrain County
63353,Louisiana,Missouri,MO,Pike County
63357,Marthasville,Missouri,MO,Warren County
63359,Middletown,Missouri,MO,Montgomery County
63361,Montgomery City,Missouri,MO,Montgomery County
63362,Moscow Mills,Missouri,MO,Lincoln County
63363,New Florence,Missouri,MO,Montgomery County
63365,New Melle,Missouri,MO,St. Charles County
63366,O Fallon,Missouri,MO,St. Charles County
63367,Lake Saint Louis,Missouri,MO,St. Charles County
63368,O Fallon,Missouri,MO,St. Charles County
63369,Old Monroe,Missouri,MO,Lincoln County
63370,Olney,Missouri,MO,Lincoln County
63373,Portage Des Sioux,Missouri,MO,St. Charles County
63376,Saint Peters,Missouri,MO,St. Charles County
63377,Silex,Missouri,MO,Lincoln County
63378,Treloar,Missouri,MO,Warren County
63379,Troy,Missouri,MO,Lincoln County
63380,Truesdale,Missouri,MO,Warren County
63381,Truxton,Missouri,MO,Warren County
63382,Vandalia,Missouri,MO,Audrain County
63383,Warrenton,Missouri,MO,Warren County
63384,Wellsville,Missouri,MO,Montgomery County
63385,Wentzville,Missouri,MO,St. Charles County
63386,West Alton,Missouri,MO,St. Charles County
63387,Whiteside,Missouri,MO,Lincoln County
63388,Williamsburg,Missouri,MO,Callaway County
63389,Winfield,Missouri,MO,Lincoln County
63390,Wright City,Missouri,MO,Warren County
63401,Hannibal,Missouri,MO,Marion County
63430,Alexandria,Missouri,MO,Clark County
63431,Anabel,Missouri,MO,Macon County
63432,Arbela,Missouri,MO,Scotland County
63433,Ashburn,Missouri,MO,Pike County
63434,Bethel,Missouri,MO,Shelby County
63435,Canton,Missouri,MO,Lewis County
63436,Center,Missouri,MO,Ralls County
63437,Clarence,Missouri,MO,Shelby County
63438,Durham,Missouri,MO,Lewis County
63439,Emden,Missouri,MO,Shelby County
63440,Ewing,Missouri,MO,Lewis County
63441,Frankford,Missouri,MO,Pike County
63442,Granger,Missouri,MO,Scotland County
63443,Hunnewell,Missouri,MO,Shelby County
63445,Kahoka,Missouri,MO,Clark County
63446,Knox City,Missouri,MO,Knox County
63447,La Belle,Missouri,MO,Lewis County
63448,La Grange,Missouri,MO,Lewis County
63450,Lentner,Missouri,MO,Shelby County
63451,Leonard,Missouri,MO,Shelby County
63452,Lewistown,Missouri,MO,Lewis County
63453,Luray,Missouri,MO,Clark County
63454,Maywood,Missouri,MO,Marion County
63456,Monroe City,Missouri,MO,Monroe County
63457,Monticello,Missouri,MO,Lewis County
63458,Newark,Missouri,MO,Knox County
63459,New London,Missouri,MO,Ralls County
63460,Novelty,Missouri,MO,Knox County
63461,Palmyra,Missouri,MO,Marion County
63462,Perry,Missouri,MO,Ralls County
63463,Philadelphia,Missouri,MO,Marion County
63464,Plevna,Missouri,MO,Knox County
63465,Revere,Missouri,MO,Clark County
63466,Saint Patrick,Missouri,MO,Clark County
63467,Saverton,Missouri,MO,Ralls County
63468,Shelbina,Missouri,MO,Shelby County
63469,Shelbyville,Missouri,MO,Shelby County
63471,Taylor,Missouri,MO,Marion County
63472,Wayland,Missouri,MO,Clark County
63473,Williamstown,Missouri,MO,Lewis County
63474,Wyaconda,Missouri,MO,Clark County
63501,Kirksville,Missouri,MO,Adair County
63530,Atlanta,Missouri,MO,Macon County
63531,Baring,Missouri,MO,Knox County
63532,Bevier,Missouri,MO,Macon County
63533,Brashear,Missouri,MO,Adair County
63534,Callao,Missouri,MO,Macon County
63535,Coatsville,Missouri,MO,Schuyler County
63536,Downing,Missouri,MO,Schuyler County
63537,Edina,Missouri,MO,Knox County
63538,Elmer,Missouri,MO,Macon County
63539,Ethel,Missouri,MO,Macon County
63540,Gibbs,Missouri,MO,Adair County
63541,Glenwood,Missouri,MO,Schuyler County
63543,Gorin,Missouri,MO,Scotland County
63544,Green Castle,Missouri,MO,Sullivan County
63545,Green City,Missouri,MO,Sullivan County
63546,Greentop,Missouri,MO,Adair County
63547,Hurdland,Missouri,MO,Knox County
63548,Lancaster,Missouri,MO,Schuyler County
63549,La Plata,Missouri,MO,Macon County
63551,Livonia,Missouri,MO,Putnam County
63552,Macon,Missouri,MO,Macon County
63555,Memphis,Missouri,MO,Scotland County
63556,Milan,Missouri,MO,Sullivan County
63557,New Boston,Missouri,MO,Linn County
63558,New Cambria,Missouri,MO,Macon County
63559,Novinger,Missouri,MO,Adair County
63560,Pollock,Missouri,MO,Sullivan County
63561,Queen City,Missouri,MO,Schuyler County
63563,Rutledge,Missouri,MO,Scotland County
63565,Unionville,Missouri,MO,Putnam County
63566,Winigan,Missouri,MO,Sullivan County
63567,Worthington,Missouri,MO,Putnam County
63601,Park Hills,Missouri,MO,St. Francois County
63620,Annapolis,Missouri,MO,Iron County
63621,Arcadia,Missouri,MO,Iron County
63622,Belgrade,Missouri,MO,Washington County
63623,Belleview,Missouri,MO,Iron County
63624,Bismarck,Missouri,MO,St. Francois County
63625,Black,Missouri,MO,Reynolds County
63626,Blackwell,Missouri,MO,Washington County
63627,Bloomsdale,Missouri,MO,Ste. Genevieve County
63628,Bonne Terre,Missouri,MO,St. Francois County
63629,Bunker,Missouri,MO,Reynolds County
63630,Cadet,Missouri,MO,Washington County
63631,Caledonia,Missouri,MO,Washington County
63632,Cascade,Missouri,MO,Wayne County
63633,Centerville,Missouri,MO,Reynolds County
63636,Des Arc,Missouri,MO,Iron County
63637,Doe Run,Missouri,MO,St. Francois County
63638,Ellington,Missouri,MO,Reynolds County
63640,Farmington,Missouri,MO,St. Francois County
63645,Fredericktown,Missouri,MO,Madison County
63648,Irondale,Missouri,MO,Washington County
63650,Ironton,Missouri,MO,Iron County
63651,Knob Lick,Missouri,MO,St Francois County
63653,Leadwood,Missouri,MO,St. Francois County
63654,Lesterville,Missouri,MO,Reynolds County
63655,Marquand,Missouri,MO,Madison County
63656,Middle Brook,Missouri,MO,Iron County
63660,Mineral Point,Missouri,MO,Washington County
63662,Patton,Missouri,MO,Bollinger County
63663,Pilot Knob,Missouri,MO,Iron County
63664,Potosi,Missouri,MO,Washington County
63665,Redford,Missouri,MO,Reynolds County
63666,Reynolds,Missouri,MO,Reynolds County
63670,Sainte Genevieve,Missouri,MO,Ste. Genevieve County
63673,Saint Mary,Missouri,MO,Ste. Genevieve County
63674,Tiff,Missouri,MO,Washington County
63675,Vulcan,Missouri,MO,Iron County
63701,Cape Girardeau,Missouri,MO,Cape Girardeau County
63702,Cape Girardeau,Missouri,MO,Cape Girardeau County
63703,Cape Girardeau,Missouri,MO,Cape Girardeau County
63730,Advance,Missouri,MO,Stoddard County
63732,Altenburg,Missouri,MO,Perry County
63735,Bell City,Missouri,MO,Stoddard County
63736,Benton,Missouri,MO,Scott County
63737,Brazeau,Missouri,MO,Perry County
63738,Brownwood,Missouri,MO,Stoddard County
63739,Burfordville,Missouri,MO,Cape Girardeau County
63740,Chaffee,Missouri,MO,Scott County
63742,Commerce,Missouri,MO,Scott County
63743,Daisy,Missouri,MO,Cape Girardeau County
63744,Delta,Missouri,MO,Cape Girardeau County
63745,Dutchtown,Missouri,MO,Cape Girardeau County
63746,Farrar,Missouri,MO,Perry County
63747,Friedheim,Missouri,MO,Cape Girardeau County
63748,Frohna,Missouri,MO,Perry County
63750,Gipsy,Missouri,MO,Bollinger County
63751,Glenallen,Missouri,MO,Bollinger County
63752,Gordonville,Missouri,MO,Cape Girardeau County
63755,Jackson,Missouri,MO,Cape Girardeau County
63758,Kelso,Missouri,MO,Scott County
63760,Leopold,Missouri,MO,Bollinger County
63763,Mc Gee,Missouri,MO,Wayne County
63764,Marble Hill,Missouri,MO,Bollinger County
63766,Millersville,Missouri,MO,Cape Girardeau County
63767,Morley,Missouri,MO,Scott County
63769,Oak Ridge,Missouri,MO,Cape Girardeau County
63770,Old Appleton,Missouri,MO,Cape Girardeau County
63771,Oran,Missouri,MO,Scott County
63774,Perkins,Missouri,MO,Scott County
63775,Perryville,Missouri,MO,Perry County
63776,Mc Bride,Missouri,MO,Perry County
63779,Pocahontas,Missouri,MO,Cape Girardeau County
63780,Scott City,Missouri,MO,Scott County
63781,Sedgewickville,Missouri,MO,Bollinger County
63782,Sturdivant,Missouri,MO,Bollinger County
63783,Uniontown,Missouri,MO,Perry County
63784,Vanduser,Missouri,MO,Scott County
63785,Whitewater,Missouri,MO,Cape Girardeau County
63787,Zalma,Missouri,MO,Bollinger County
63801,Sikeston,Missouri,MO,Scott County
63820,Anniston,Missouri,MO,Mississippi County
63821,Arbyrd,Missouri,MO,Dunklin County
63822,Bernie,Missouri,MO,Stoddard County
63823,Bertrand,Missouri,MO,Mississippi County
63824,Blodgett,Missouri,MO,Scott County
63825,Bloomfield,Missouri,MO,Stoddard County
63826,Braggadocio,Missouri,MO,Pemiscot County
63827,Bragg City,Missouri,MO,Pemiscot County
63828,Canalou,Missouri,MO,New Madrid County
63829,Cardwell,Missouri,MO,Dunklin County
63830,Caruthersville,Missouri,MO,Pemiscot County
63833,Catron,Missouri,MO,New Madrid County
63834,Charleston,Missouri,MO,Mississippi County
63837,Clarkton,Missouri,MO,Dunklin County
63839,Cooter,Missouri,MO,Pemiscot County
63840,Deering,Missouri,MO,Pemiscot County
63841,Dexter,Missouri,MO,Stoddard County
63845,East Prairie,Missouri,MO,Mississippi County
63846,Essex,Missouri,MO,Stoddard County
63847,Gibson,Missouri,MO,Dunklin County
63848,Gideon,Missouri,MO,New Madrid County
63849,Gobler,Missouri,MO,Dunklin County
63850,Grayridge,Missouri,MO,Stoddard County
63851,Hayti,Missouri,MO,Pemiscot County
63852,Holcomb,Missouri,MO,Dunklin County
63853,Holland,Missouri,MO,Pemiscot County
63855,Hornersville,Missouri,MO,Dunklin County
63857,Kennett,Missouri,MO,Dunklin County
63860,Kewanee,Missouri,MO,New Madrid County
63862,Lilbourn,Missouri,MO,New Madrid County
63863,Malden,Missouri,MO,Dunklin County
63866,Marston,Missouri,MO,New Madrid County
63867,Matthews,Missouri,MO,New Madrid County
63868,Morehouse,Missouri,MO,New Madrid County
63869,New Madrid,Missouri,MO,New Madrid County
63870,Parma,Missouri,MO,New Madrid County
63873,Portageville,Missouri,MO,New Madrid County
63874,Risco,Missouri,MO,New Madrid County
63875,Rives,Missouri,MO,Dunklin County
63876,Senath,Missouri,MO,Dunklin County
63877,Steele,Missouri,MO,Pemiscot County
63878,Tallapoosa,Missouri,MO,New Madrid County
63879,Wardell,Missouri,MO,Pemiscot County
63880,Whiteoak,Missouri,MO,Dunklin County
63881,Wolf Island,Missouri,MO,Mississippi County
63882,Wyatt,Missouri,MO,Mississippi County
63901,Poplar Bluff,Missouri,MO,Butler County
63902,Poplar Bluff,Missouri,MO,Butler County
63931,Briar,Missouri,MO,Ripley County
63932,Broseley,Missouri,MO,Butler County
63933,Campbell,Missouri,MO,Dunklin County
63934,Clubb,Missouri,MO,Wayne County
63935,Doniphan,Missouri,MO,Ripley County
63936,Dudley,Missouri,MO,Stoddard County
63937,Ellsinore,Missouri,MO,Carter County
63938,Fagus,Missouri,MO,Butler County
63939,Fairdealing,Missouri,MO,Ripley County
63940,Fisk,Missouri,MO,Butler County
63941,Fremont,Missouri,MO,Carter County
63942,Gatewood,Missouri,MO,Ripley County
63943,Grandin,Missouri,MO,Carter County
63944,Greenville,Missouri,MO,Wayne County
63945,Harviell,Missouri,MO,Butler County
63950,Lodi,Missouri,MO,Wayne County
63951,Lowndes,Missouri,MO,Wayne County
63952,Mill Spring,Missouri,MO,Wayne County
63953,Naylor,Missouri,MO,Ripley County
63954,Neelyville,Missouri,MO,Butler County
63955,Oxly,Missouri,MO,Ripley County
63956,Patterson,Missouri,MO,Wayne County
63957,Piedmont,Missouri,MO,Wayne County
63960,Puxico,Missouri,MO,Stoddard County
63961,Qulin,Missouri,MO,Butler County
63962,Rombauer,Missouri,MO,Butler County
63963,Shook,Missouri,MO,Wayne County
63964,Silva,Missouri,MO,Wayne County
63965,Van Buren,Missouri,MO,Carter County
